Borough,Ward,Geog level,Constituency,Area Code,Turnout,,,London Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London Member,,,,,,,,,,,,,,,,,,,Constituency Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1st choice,,,,,,,,,,,,,1st choice spoils,,,,,,2nd choice,,,,,,,,,,,,,2nd choice spoils,,,,Total Good,,,,,,,,,,,,,Spoils,,,,,,Total good,,,,,,,,,,,,,Spoils,,,,,,Candidate names,,,,,,,,,,,
Bromley,Shortlands,Ward,Bexley & Bromley,E05000126,"3,262","6,289",52%,Zac Goldsmith - The Conservative Party,734,1935,151,166,100,8,19,28,10,5,57,3,3216,0,0,9,7,30,46,236,285,529,473,466,27,50,72,65,26,225,19,2473,741,2,0,743,25,40,13,251,29,1701,205,554,23,9,263,109,3222,0,1,30,1,8,40,614,1825,220,270,282,14,,,,,,,3225,0,0,35,1,1,37,Sam Russell,Gareth Andrew Bacon,Roisin Therese Siobhan Robertson,Julie Ireland,Frank Thomas Gould,Veronica Olabisi Obadara,,,,,,
Bromley,West Wickham,Ward,Bexley & Bromley,E05000127,"4,914","9,857",50%,Zac Goldsmith - The Conservative Party,1023,2910,207,252,255,8,26,50,20,5,74,8,4838,0,0,5,10,61,76,424,451,840,836,929,79,83,157,100,43,296,38,4276,551,9,2,562,52,56,27,369,41,2466,265,858,24,13,560,137,4868,0,0,31,2,12,45,919,2683,307,364,588,11,,,,,,,4872,0,0,37,1,4,42,Sam Russell,Gareth Andrew Bacon,Roisin Therese Siobhan Robertson,Julie Ireland,Frank Thomas Gould,Veronica Olabisi Obadara,,,,,,
Brent,Alperton,Ward,Brent & Harrow,E05000085,"4,622","9,734",47%,Sadiq Aman Khan - Labour Party,2291,1099,157,196,75,70,77,72,101,69,60,52,4319,0,0,85,89,129,303,1188,641,360,408,174,103,158,88,119,106,174,50,3569,746,2,2,750,41,73,97,252,43,991,159,2504,70,21,130,89,4470,0,0,78,2,71,151,2618,961,195,372,228,,98,,,,,,4472,0,0,94,4,50,148,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Brent,Barnhill,Ward,Brent & Harrow,E05000086,"3,887","10,030",39%,Sadiq Aman Khan - Labour Party,1961,1158,159,104,58,15,149,53,35,11,43,30,3776,0,0,19,29,61,109,677,447,517,325,193,45,332,104,85,62,233,34,3054,719,2,1,722,28,52,25,141,62,1019,186,1944,142,20,109,86,3814,0,0,41,3,28,72,2041,1033,231,189,136,,188,,,,,,3818,0,0,56,2,11,69,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Brent,Postal Votes - Brent,Postal,Brent & Harrow,E09000005 (Postal),"16,740","24,718",68%,Sadiq Aman Khan - Labour Party,7268,5991,606,839,331,89,493,258,142,58,340,195,16610,0,3,56,16,55,130,3112,2377,2300,2500,939,220,1187,556,368,338,1218,191,15306,1297,3,4,1304,179,260,87,1040,219,5222,739,7152,560,82,531,514,16585,0,0,37,4,28,69,7785,5195,874,1449,639,,631,,,,,,16573,0,1,52,3,25,81,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Brent,Brondesbury Park,Ward,Brent & Harrow,E05000087,"3,137","7,497",42%,Sadiq Aman Khan - Labour Party,1516,995,219,120,36,6,76,20,28,3,57,6,3082,0,0,9,19,27,55,457,247,633,431,124,27,159,46,109,42,310,24,2609,472,0,1,473,35,24,10,175,28,876,298,1328,90,10,73,139,3086,0,0,30,4,15,49,1359,988,300,239,82,,117,,,,,,3085,0,0,35,4,10,49,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Brent,Dollis Hill,Ward,Brent & Harrow,E05000088,"2,904","7,514",39%,Sadiq Aman Khan - Labour Party,1504,724,99,146,50,16,147,25,26,11,24,29,2801,0,0,23,13,67,103,507,257,286,312,142,33,324,58,75,29,142,23,2188,611,1,1,613,27,46,20,214,45,567,119,1445,179,23,105,60,2850,0,0,36,0,17,53,1375,624,129,315,124,,280,,,,,,2847,0,0,35,0,21,56,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Brent,Dudden Hill,Ward,Brent & Harrow,E05000089,"3,668","8,828",42%,Sadiq Aman Khan - Labour Party,1983,797,179,204,67,16,135,28,35,11,64,45,3564,0,0,29,14,61,104,621,318,531,483,131,29,271,63,89,28,245,33,2842,718,4,0,722,31,43,23,295,48,654,269,1793,159,19,125,125,3584,0,0,55,2,27,84,1784,654,294,504,146,,203,,,,,,3585,0,1,68,3,11,83,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Brent,Fryent,Ward,Brent & Harrow,E05000090,"3,210","8,122",40%,Sadiq Aman Khan - Labour Party,1445,1131,130,91,82,20,79,53,20,13,32,27,3123,0,0,27,18,41,86,567,391,432,270,228,42,266,87,89,58,153,26,2609,513,0,1,514,27,50,22,98,35,940,162,1483,103,10,157,65,3152,0,0,35,2,21,58,1515,953,189,159,209,,125,,,,,,3150,0,0,42,3,13,58,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Brent,Harlesden,Ward,Brent & Harrow,E05000091,"3,118","9,178",34%,Sadiq Aman Khan - Labour Party,2058,453,148,73,43,19,83,18,31,10,56,32,3024,0,0,26,34,33,93,626,234,472,267,94,29,260,60,110,37,225,32,2446,574,2,2,578,21,45,21,94,34,315,190,2050,92,18,75,101,3056,0,0,44,2,16,62,2080,380,233,155,107,,104,,,,,,3059,0,0,43,0,16,59,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Brent,Kensal Green,Ward,Brent & Harrow,E05000092,"3,246","8,142",40%,Sadiq Aman Khan - Labour Party,1863,665,217,127,45,12,48,22,41,8,99,11,3158,0,1,23,29,34,87,532,248,664,343,106,17,176,55,106,37,320,28,2632,522,0,4,526,29,37,16,187,47,511,344,1646,64,13,91,204,3189,0,1,42,1,13,57,1755,585,368,302,92,,67,,,,,,3169,0,2,63,3,8,76,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Brent,Kenton,Ward,Brent & Harrow,E05000093,"3,401","8,020",42%,Zac Goldsmith - The Conservative Party,1058,1811,120,96,48,16,42,25,32,19,33,14,3314,0,1,23,5,58,87,465,524,472,384,221,40,170,83,70,89,160,25,2703,610,0,1,611,24,36,25,122,42,1641,149,1067,54,9,116,62,3347,0,0,35,1,18,54,1327,1547,128,153,149,,62,,,,,,3366,0,0,25,1,8,34,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Brent,Kilburn,Ward,Brent & Harrow,E05000094,"4,185","9,921",42%,Sadiq Aman Khan - Labour Party,2490,760,285,164,80,19,92,24,38,11,113,8,4084,0,1,37,24,37,99,814,275,782,483,154,22,237,64,134,48,398,30,3441,639,3,1,643,27,38,25,244,43,605,387,2291,73,26,139,202,4100,0,2,56,1,26,85,2390,704,414,325,178,,89,,,,,,4100,1,1,61,2,18,83,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Brent,Mapesbury,Ward,Brent & Harrow,E05000095,"3,547","8,631",41%,Sadiq Aman Khan - Labour Party,1778,903,239,205,57,12,93,33,38,10,86,23,3477,0,0,18,12,40,70,559,302,680,487,150,16,222,46,106,33,317,33,2951,526,0,0,526,39,36,14,329,32,713,375,1508,124,17,122,180,3489,0,0,39,4,14,57,1529,777,381,454,166,,174,,,,,,3481,0,0,52,3,10,65,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Brent,Northwick Park,Ward,Brent & Harrow,E05000096,"3,436","8,521",40%,Sadiq Aman Khan - Labour Party,1449,1447,151,87,38,19,59,26,22,18,42,21,3379,0,0,14,10,33,57,503,458,484,368,228,30,266,92,74,68,204,30,2805,573,1,0,574,25,37,17,114,37,1270,176,1432,86,6,109,84,3393,0,0,24,1,17,42,1510,1258,180,166,151,,119,,,,,,3384,0,0,31,2,18,51,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Brent,Preston,Ward,Brent & Harrow,E05000097,"3,673","9,374",39%,Sadiq Aman Khan - Labour Party,1745,1247,136,104,62,23,89,26,34,21,49,19,3555,0,0,34,26,57,117,651,484,520,335,198,46,228,88,111,65,222,38,2986,567,0,2,569,34,58,26,128,38,1112,167,1707,97,15,130,100,3612,0,0,40,2,19,61,1841,1078,202,195,166,,134,,,,,,3616,0,0,42,5,9,56,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Brent,Queen's Park,Ward,Brent & Harrow,E05000098,"3,950","8,958",44%,Sadiq Aman Khan - Labour Party,1970,1076,293,152,62,9,46,24,47,4,172,7,3862,0,0,26,19,43,88,581,340,1000,468,160,23,125,52,127,41,480,25,3422,440,0,0,440,37,29,8,229,32,946,461,1636,60,23,103,327,3891,0,0,42,1,14,57,1824,1057,479,350,120,,61,,,,,,3891,0,0,48,4,5,57,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Brent,Queensbury,Ward,Brent & Harrow,E05000099,"3,989","9,782",41%,Sadiq Aman Khan - Labour Party,1733,1494,160,84,72,26,105,55,30,17,46,21,3843,0,0,41,33,72,146,668,575,495,313,227,66,213,100,94,87,217,41,3096,745,1,1,747,23,67,27,108,42,1303,168,1804,96,21,146,101,3906,0,0,53,2,26,81,2006,1248,185,154,175,,129,,,,,,3897,0,0,70,3,18,91,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Brent,Stonebridge,Ward,Brent & Harrow,E05000100,"3,432","10,042",34%,Sadiq Aman Khan - Labour Party,2292,460,109,67,51,29,117,42,37,17,34,26,3281,0,0,29,13,108,150,688,239,350,230,123,37,320,75,113,41,233,23,2472,809,0,0,809,24,38,24,88,73,335,130,2387,92,18,92,65,3366,0,0,25,3,38,66,2380,402,186,136,134,,127,,,,,,3365,0,0,40,5,21,66,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Brent,Sudbury,Ward,Brent & Harrow,E05000101,"3,694","8,706",42%,Sadiq Aman Khan - Labour Party,1882,1052,121,183,45,29,78,37,36,29,43,40,3575,0,0,29,48,42,119,691,448,293,436,158,51,224,75,73,71,162,35,2717,855,3,0,858,16,45,26,245,50,910,128,1930,88,12,104,69,3623,0,0,29,0,37,66,2004,885,141,331,170,,108,,,,,,3639,0,0,39,2,14,55,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Brent,Tokyngton,Ward,Brent & Harrow,E05000102,"3,827","10,304",37%,Sadiq Aman Khan - Labour Party,2024,988,177,105,38,32,110,45,50,22,55,46,3692,0,1,29,14,91,135,818,459,387,318,120,57,253,86,106,70,219,47,2940,745,3,4,752,32,59,39,149,66,846,171,2084,114,11,96,91,3758,0,0,42,2,25,69,2166,867,204,243,134,,158,,,,,,3772,0,2,34,2,16,54,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Brent,Welsh Harp,Ward,Brent & Harrow,E05000103,"3,137","8,217",38%,Sadiq Aman Khan - Labour Party,1489,893,121,90,105,35,96,54,33,15,46,50,3027,0,0,26,16,66,108,501,333,328,296,190,51,221,99,75,48,164,30,2336,689,1,1,691,28,48,39,112,43,770,127,1516,121,19,181,80,3084,0,0,29,1,21,51,1554,791,198,182,226,,133,,,,,,3084,0,0,41,1,11,53,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Brent,Wembley Central,Ward,Brent & Harrow,E05000104,"4,153","9,515",44%,Sadiq Aman Khan - Labour Party,2046,1114,145,147,56,75,103,72,56,51,55,31,3951,0,0,34,27,141,202,1036,602,361,353,145,74,221,87,108,103,195,33,3318,629,2,2,633,22,81,88,176,70,977,138,2233,98,19,93,82,4077,0,0,33,1,42,76,2364,980,167,278,175,,126,,,,,,4090,0,0,34,3,26,63,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Brent,Willesden Green,Ward,Brent & Harrow,E05000105,"3,241","8,473",38%,Sadiq Aman Khan - Labour Party,1778,637,196,159,55,21,96,34,44,11,93,21,3145,0,0,30,10,55,95,625,275,599,351,98,35,174,52,103,39,235,30,2616,528,1,0,529,46,36,26,222,52,483,270,1685,91,16,92,152,3171,0,0,45,1,24,70,1705,563,341,311,120,,113,,,,,,3153,1,0,68,1,17,87,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Harrow,Belmont,Ward,Brent & Harrow,E05000285,"3,006","6,390",47%,Zac Goldsmith - The Conservative Party,799,1715,88,95,64,17,38,38,30,10,49,8,2951,0,0,15,20,20,55,361,391,421,336,303,28,121,65,65,60,141,21,2313,635,1,2,638,40,45,14,131,30,1516,129,785,45,10,142,70,2957,0,0,29,2,18,49,922,1515,123,160,169,,70,,,,,,2959,0,0,37,4,6,47,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Harrow,Canons,Ward,Brent & Harrow,E05000286,"3,219","7,517",43%,Zac Goldsmith - The Conservative Party,878,1929,94,97,50,6,38,20,16,5,39,5,3177,0,1,10,13,18,42,342,371,411,376,226,22,132,59,94,60,246,29,2368,806,3,0,809,29,25,8,97,16,1829,119,779,63,10,103,77,3155,0,0,53,3,8,64,879,1834,138,139,116,,66,,,,,,3172,0,1,39,1,6,47,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Harrow,Edgware,Ward,Brent & Harrow,E05000287,"2,805","6,856",41%,Sadiq Aman Khan - Labour Party,1177,1065,105,64,78,18,41,39,25,20,49,18,2699,0,0,42,40,24,106,427,385,319,241,200,34,165,87,71,48,182,31,2190,502,3,4,509,29,49,24,83,48,905,108,1221,49,13,135,72,2736,0,0,42,2,22,66,1354,897,131,123,168,,70,,,,,,2743,0,0,44,2,13,59,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Harrow,Greenhill,Ward,Brent & Harrow,E05000288,"2,623","6,725",39%,Sadiq Aman Khan - Labour Party,1120,942,144,109,46,18,85,32,23,4,43,15,2581,0,0,8,2,32,42,397,322,412,335,180,31,157,59,48,52,190,26,2209,368,2,2,372,20,34,13,157,35,760,178,1092,80,11,119,91,2590,0,0,20,0,13,33,1210,796,187,150,137,,101,,,,,,2581,0,0,29,3,10,42,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Harrow,Harrow On The Hill,Ward,Brent & Harrow,E05000289,"2,687","6,426",42%,Zac Goldsmith - The Conservative Party,1021,1108,137,99,56,14,39,33,27,7,44,22,2607,0,0,17,12,51,80,353,329,477,321,221,39,102,63,63,43,195,34,2240,366,1,0,367,31,38,21,130,20,970,169,990,40,10,127,98,2644,0,0,24,1,17,42,1056,1047,157,184,149,,47,,,,,,2640,0,0,36,1,10,47,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Harrow,Postal Votes - Harrow,Postal,Brent & Harrow,E09000015 (Postal),"23,590","33,885",70%,Zac Goldsmith - The Conservative Party,7177,12323,721,813,655,126,411,403,159,87,391,169,23435,0,1,51,33,70,155,3673,3310,2981,3500,2271,295,1163,1100,415,427,1606,275,21016,2410,3,6,2419,219,450,131,1022,267,10899,839,7325,518,107,1093,517,23387,0,4,54,9,55,122,8519,10930,836,1201,1376,,548,,,,,,23410,0,4,64,12,19,99,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Harrow,Harrow Weald,Ward,Brent & Harrow,E05000290,"2,712","6,606",41%,Zac Goldsmith - The Conservative Party,833,1347,86,107,107,17,52,25,33,7,38,7,2659,0,0,21,6,26,53,305,288,326,377,309,34,142,84,67,52,144,20,2148,507,3,1,511,29,38,18,141,42,1142,106,807,59,9,225,55,2671,0,0,31,0,10,41,890,1169,107,185,247,,71,,,,,,2669,0,0,33,3,7,43,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Harrow,Hatch End,Ward,Brent & Harrow,E05000291,"3,209","6,820",47%,Zac Goldsmith - The Conservative Party,791,1893,113,114,71,18,37,25,23,6,41,5,3137,0,0,23,10,38,71,318,341,481,454,341,33,100,74,78,70,192,36,2518,617,1,1,619,27,38,25,164,30,1680,159,754,27,13,159,80,3156,0,0,42,5,6,53,841,1746,156,194,190,,37,,,,,,3164,0,0,33,4,8,45,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Harrow,Headstone North,Ward,Brent & Harrow,E05000292,"3,203","6,348",50%,Zac Goldsmith - The Conservative Party,1023,1643,137,137,80,10,26,26,24,8,47,3,3164,0,0,6,7,26,39,356,365,490,421,330,35,140,104,72,51,189,37,2590,574,0,0,574,23,37,23,204,35,1405,180,933,42,17,191,81,3171,0,0,25,1,6,32,1062,1452,183,198,223,,49,,,,,,3167,0,0,27,2,7,36,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Harrow,Headstone South,Ward,Brent & Harrow,E05000293,"2,960","6,610",45%,Sadiq Aman Khan - Labour Party,1266,1042,181,150,61,16,48,33,19,15,39,20,2890,0,0,13,27,30,70,447,306,601,349,205,32,155,70,66,57,192,30,2510,380,0,0,380,30,38,15,172,55,869,229,1231,60,7,136,79,2921,0,0,26,2,11,39,1362,904,214,218,158,,63,,,,,,2919,0,0,28,5,8,41,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Harrow,Kenton East,Ward,Brent & Harrow,E05000294,"2,710","6,509",42%,Sadiq Aman Khan - Labour Party,1111,1052,69,75,67,23,44,46,37,26,22,13,2585,0,0,30,18,77,125,443,394,286,198,171,52,146,94,66,66,125,19,2060,524,1,0,525,19,47,21,73,31,924,70,1242,48,11,122,53,2661,0,0,24,3,22,49,1428,823,84,114,160,,59,,,,,,2668,0,1,26,1,14,42,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Harrow,Kenton West,Ward,Brent & Harrow,E05000295,"3,078","6,968",44%,Zac Goldsmith - The Conservative Party,991,1577,104,71,69,22,52,36,32,19,30,12,3015,0,0,22,7,34,63,419,470,383,284,202,39,129,96,67,61,145,16,2311,703,1,0,704,18,43,27,97,30,1363,134,1044,46,16,148,66,3032,0,0,33,1,10,44,1278,1311,119,121,157,,49,,,,,,3035,0,0,33,2,7,42,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Harrow,Marlborough,Ward,Brent & Harrow,E05000296,"2,854","6,956",41%,Sadiq Aman Khan - Labour Party,1380,879,143,89,63,30,50,51,35,23,43,13,2799,0,1,16,4,34,55,473,347,380,276,151,59,193,72,73,51,190,24,2289,507,2,1,510,47,48,26,118,41,751,151,1365,64,15,123,69,2818,0,1,19,2,13,35,1494,779,154,141,159,,84,,,,,,2811,0,0,27,0,14,41,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Harrow,Pinner,Ward,Brent & Harrow,E05000297,"2,915","6,403",46%,Zac Goldsmith - The Conservative Party,786,1641,126,123,61,7,23,23,20,6,42,10,2868,0,1,13,17,16,47,285,301,455,461,309,22,91,71,54,32,208,23,2312,555,0,1,556,27,31,8,178,21,1490,178,663,27,13,151,82,2869,0,1,35,0,10,46,747,1554,170,194,167,,35,,,,,,2867,0,1,39,0,8,48,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Harrow,Pinner South,Ward,Brent & Harrow,E05000298,"3,325","6,405",52%,Zac Goldsmith - The Conservative Party,901,1897,154,151,53,8,18,23,6,11,44,9,3275,0,0,20,8,22,50,328,339,493,479,340,41,116,58,61,47,197,28,2527,748,0,0,748,26,20,12,216,18,1710,198,793,27,9,157,101,3287,0,0,30,0,8,38,863,1813,171,225,164,,48,,,,,,3284,0,0,38,1,2,41,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Harrow,Queensbury,Ward,Brent & Harrow,E05000299,"2,867","6,705",43%,Sadiq Aman Khan - Labour Party,1181,1124,103,56,86,42,34,46,33,17,34,13,2769,0,0,17,8,73,98,481,450,322,247,164,50,125,75,54,74,141,16,2199,567,0,3,570,23,50,38,73,30,991,101,1270,40,12,156,57,2841,0,0,9,0,16,25,1451,929,107,115,197,,36,,,,,,2835,0,0,18,0,14,32,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Harrow,Rayners Lane,Ward,Brent & Harrow,E05000300,"3,087","6,424",48%,Zac Goldsmith - The Conservative Party,1174,1345,109,147,73,13,34,27,27,5,39,8,3001,0,0,10,29,47,86,506,446,415,384,233,41,113,69,65,45,159,32,2508,491,0,2,493,21,43,15,195,38,1173,141,1143,41,9,157,67,3043,0,0,21,1,22,44,1253,1143,136,242,223,,53,,,,,,3050,0,0,31,0,6,37,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Harrow,Roxbourne,Ward,Brent & Harrow,E05000301,"3,053","7,380",41%,Sadiq Aman Khan - Labour Party,1490,957,110,80,82,23,66,45,32,20,44,20,2969,0,0,17,22,45,84,509,388,349,237,186,61,171,87,107,47,174,33,2349,619,1,0,620,30,56,31,101,33,785,112,1567,66,10,155,65,3011,0,0,15,2,25,42,1594,810,132,138,262,,85,,,,,,3021,0,0,23,1,8,32,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Harrow,Roxeth,Ward,Brent & Harrow,E05000302,"2,869","6,716",43%,Sadiq Aman Khan - Labour Party,1332,945,99,73,80,26,44,44,28,5,45,24,2745,0,0,32,27,65,124,527,379,374,232,224,64,150,79,67,41,150,32,2319,422,3,1,426,23,48,29,99,42,761,131,1356,60,9,153,63,2774,0,0,60,3,32,95,1410,808,144,131,244,,51,,,,,,2788,0,0,57,2,21,80,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Harrow,Stanmore Park,Ward,Brent & Harrow,E05000303,"2,952","6,545",45%,Zac Goldsmith - The Conservative Party,694,1814,81,93,65,10,34,29,20,6,32,5,2883,0,0,11,9,45,65,243,265,322,329,252,32,112,65,79,41,154,30,1924,959,0,0,959,19,35,14,117,23,1676,103,653,39,4,157,65,2905,0,0,33,2,11,46,744,1708,108,129,169,,57,,,,,,2915,0,0,27,1,9,37,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Harrow,Wealdstone,Ward,Brent & Harrow,E05000304,"2,521","6,214",41%,Sadiq Aman Khan - Labour Party,1162,765,118,82,106,20,60,44,25,13,30,8,2433,0,0,20,29,39,88,409,241,297,234,173,45,161,94,76,41,126,20,1917,512,2,2,516,17,55,25,88,41,663,125,1190,62,4,160,55,2485,0,0,22,1,13,36,1258,661,132,121,214,,91,,,,,,2477,0,0,30,3,11,44,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Harrow,West Harrow,Ward,Brent & Harrow,E05000305,"2,964","6,325",47%,Sadiq Aman Khan - Labour Party,1233,1144,144,102,69,12,52,50,22,5,52,22,2907,0,0,12,10,35,57,449,312,491,342,248,35,137,70,56,41,191,19,2391,515,0,1,516,28,54,11,120,47,951,178,1200,57,18,163,98,2925,0,0,26,3,5,34,1375,988,166,149,198,,54,,,,,,2930,0,0,22,3,5,30,Navin Shah,Joel Erne Davidson,Jafar Hassan,Anton Georgiou,Rathy Alagaratnam,,Akib Mahmood,,,,,
Barnet,Postal Votes - Barnet,Postal,Barnet & Camden,E09000003 (Postal),"31,410","46,441",68%,Zac Goldsmith - The Conservative Party,9816,16233,1130,1058,941,120,409,429,184,46,564,207,31137,0,14,72,65,102,253,4061,4161,4716,4641,2968,363,1120,1274,769,414,2358,425,27270,3857,5,5,3867,281,499,139,1381,256,14838,1379,9577,430,131,1548,820,31279,0,9,75,11,36,131,12304,14298,1621,1333,1701,,,,,,,,31257,0,4,111,22,16,153,Andrew Hartley Dismore,Daniel Thomas,Stephen John Taylor,Zack Polanski,Joseph John Langton,,,,,,,
Barnet,Brunswick Park,Ward,Barnet & Camden,E05000043,"3,959","9,545",41%,Zac Goldsmith - The Conservative Party,1532,1671,191,134,136,17,38,27,27,12,83,19,3887,0,1,21,12,35,69,457,407,736,490,377,51,178,83,114,55,309,30,3287,600,0,0,600,37,38,27,186,39,1465,263,1417,48,16,239,134,3909,0,0,34,2,14,50,1641,1507,275,199,289,,,,,,,,3911,0,0,36,3,6,45,Andrew Hartley Dismore,Daniel Thomas,Stephen John Taylor,Zack Polanski,Joseph John Langton,,,,,,,
Barnet,Burnt Oak,Ward,Barnet & Camden,E05000044,"3,002","8,900",34%,Sadiq Aman Khan - Labour Party,1581,753,104,89,141,24,62,57,31,11,37,27,2917,0,0,17,13,54,84,536,293,377,251,209,58,176,108,85,41,173,31,2338,577,1,1,579,23,70,26,102,48,552,115,1663,55,11,224,62,2951,0,1,27,1,22,51,1951,497,136,119,259,,,,,,,,2962,0,0,33,0,7,40,Andrew Hartley Dismore,Daniel Thomas,Stephen John Taylor,Zack Polanski,Joseph John Langton,,,,,,,
Barnet,Childs Hill,Ward,Barnet & Camden,E05000045,"4,067","9,245",44%,Zac Goldsmith - The Conservative Party,1421,1849,215,220,71,10,48,17,27,5,100,23,4006,0,0,18,10,33,61,464,425,706,666,239,20,131,57,170,53,323,58,3312,692,1,1,694,33,22,12,312,36,1674,301,1243,55,11,135,175,4009,0,0,36,6,12,54,1519,1634,324,374,144,,,,,,,,3995,0,0,54,7,7,68,Andrew Hartley Dismore,Daniel Thomas,Stephen John Taylor,Zack Polanski,Joseph John Langton,,,,,,,
